id,project_id,template_id,status,file_key,error_message,created_at,completed_at,report_setting_id,tenant_id
f0eda8f0-0f30-4749-9ba6-1f85bc31c3a2,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/f0eda8f0-0f30-4749-9ba6-1f85bc31c3a2.docx,,2026-02-05 15:26:07.027,2026-02-05 15:26:13.979,,tenant-local-001
f65bfc56-ac3b-409d-b6fa-9d81c421dfc9,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,6fc33560-9807-4828-9233-c16437e303d7,failed,,"/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47700 (\N{HANGUL SYLLABLE ME}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51068 (\N{HANGUL SYLLABLE IL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 48156 (\N{HANGUL SYLLABLE BAL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 49569 (\N{HANGUL SYLLABLE SONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 50676 (\N{HANGUL SYLLABLE YEOL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 46988 (\N{HANGUL SYLLABLE RAM}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47553 (\N{HANGUL SYLLABLE RING}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 53356 (\N{HANGUL SYLLABLE KEU}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 53364 (\N{HANGUL SYLLABLE KEUL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47533 (\N{HANGUL SYLLABLE RIG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 44060 (\N{HANGUL SYLLABLE GAE}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51064 (\N{HANGUL SYLLABLE IN}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51221 (\N{HANGUL SYLLABLE JEONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 48372 (\N{HANGUL SYLLABLE BO}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51077 (\N{HANGUL SYLLABLE IB}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47141 (\N{HANGUL SYLLABLE RYEOG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
보고서 생성 실패: 'w'",2026-02-05 14:42:13.827,2026-02-05 14:42:21.848,,tenant-local-001
b4fdf7ca-8dbc-4749-9525-b00ee9b3bf41,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,6fc33560-9807-4828-9233-c16437e303d7,failed,,"/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47700 (\N{HANGUL SYLLABLE ME}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51068 (\N{HANGUL SYLLABLE IL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 48156 (\N{HANGUL SYLLABLE BAL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 49569 (\N{HANGUL SYLLABLE SONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 50676 (\N{HANGUL SYLLABLE YEOL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 46988 (\N{HANGUL SYLLABLE RAM}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47553 (\N{HANGUL SYLLABLE RING}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 53356 (\N{HANGUL SYLLABLE KEU}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 53364 (\N{HANGUL SYLLABLE KEUL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47533 (\N{HANGUL SYLLABLE RIG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 44060 (\N{HANGUL SYLLABLE GAE}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51064 (\N{HANGUL SYLLABLE IN}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51221 (\N{HANGUL SYLLABLE JEONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 48372 (\N{HANGUL SYLLABLE BO}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 51077 (\N{HANGUL SYLLABLE IB}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:106: UserWarning: Glyph 47141 (\N{HANGUL SYLLABLE RYEOG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
보고서 생성 실패: 'w'",2026-02-05 14:43:03.601,2026-02-05 14:43:21.981,,tenant-local-001
5aa66679-1b49-4efc-af42-12ab79575ac7,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,6fc33560-9807-4828-9233-c16437e303d7,failed,,"/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47700 (\N{HANGUL SYLLABLE ME}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51068 (\N{HANGUL SYLLABLE IL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 48156 (\N{HANGUL SYLLABLE BAL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 49569 (\N{HANGUL SYLLABLE SONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 50676 (\N{HANGUL SYLLABLE YEOL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 46988 (\N{HANGUL SYLLABLE RAM}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47553 (\N{HANGUL SYLLABLE RING}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 53356 (\N{HANGUL SYLLABLE KEU}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 53364 (\N{HANGUL SYLLABLE KEUL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47533 (\N{HANGUL SYLLABLE RIG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 44060 (\N{HANGUL SYLLABLE GAE}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51064 (\N{HANGUL SYLLABLE IN}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51221 (\N{HANGUL SYLLABLE JEONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 48372 (\N{HANGUL SYLLABLE BO}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51077 (\N{HANGUL SYLLABLE IB}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47141 (\N{HANGUL SYLLABLE RYEOG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
보고서 생성 실패: 'w'",2026-02-05 15:04:38.515,2026-02-05 15:04:44.453,,tenant-local-001
f11b55d1-f3ce-4db8-9678-e2c341186c86,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,6fc33560-9807-4828-9233-c16437e303d7,failed,,"/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47700 (\N{HANGUL SYLLABLE ME}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51068 (\N{HANGUL SYLLABLE IL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 48156 (\N{HANGUL SYLLABLE BAL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 49569 (\N{HANGUL SYLLABLE SONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 50676 (\N{HANGUL SYLLABLE YEOL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 46988 (\N{HANGUL SYLLABLE RAM}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47553 (\N{HANGUL SYLLABLE RING}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 53356 (\N{HANGUL SYLLABLE KEU}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 53364 (\N{HANGUL SYLLABLE KEUL}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47533 (\N{HANGUL SYLLABLE RIG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 44060 (\N{HANGUL SYLLABLE GAE}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51064 (\N{HANGUL SYLLABLE IN}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51221 (\N{HANGUL SYLLABLE JEONG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 48372 (\N{HANGUL SYLLABLE BO}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 51077 (\N{HANGUL SYLLABLE IB}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
/home/ny/PhishSenseDashboard/PhishSenseDashboard/scripts/report/generate_report.py:129: UserWarning: Glyph 47141 (\N{HANGUL SYLLABLE RYEOG}) missing from font(s) DejaVu Sans.
  fig.savefig(chart_path, dpi=150, bbox_inches=""tight"", transparent=True)
보고서 생성 실패: 'w'",2026-02-05 15:06:06.552,2026-02-05 15:06:12.231,,tenant-local-001
26f3337a-e371-4ae9-bcb3-f38681223628,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/26f3337a-e371-4ae9-bcb3-f38681223628.docx,,2026-02-05 15:34:34.476,2026-02-05 15:34:40.798,,tenant-local-001
3a0572ca-730e-42bf-ac81-85395945deeb,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,failed,,보고서 생성 실패: 한글 폰트를 찾을 수 없습니다. REPORT_MPL_FONT_PATH를 지정하거나 시스템에 한글 폰트를 설치하세요.,2026-02-05 16:13:28.524,2026-02-05 16:13:42.639,,tenant-local-001
06263e86-b545-45b0-81d6-1d66be8c9c2d,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,failed,,보고서 생성 실패: 한글 폰트를 찾을 수 없습니다. REPORT_MPL_FONT_PATH를 지정하거나 시스템에 한글 폰트를 설치하세요.,2026-02-05 16:14:25.58,2026-02-05 16:14:32.351,,tenant-local-001
c0b40176-cbfd-46cf-b076-98c6df7ccb10,0c36b3be-9ef9-43c1-89da-b11f0d1daef4,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/c0b40176-cbfd-46cf-b076-98c6df7ccb10.docx,,2026-02-05 16:27:27.471,2026-02-05 16:27:33.962,,tenant-local-001
19e34c3f-3d27-410f-8b02-e5fe501bb0cd,f92d536a-f633-4a5d-8ad1-a5df01946926,f332b29f-c4cd-40b6-ae96-648b18bc1a76,completed,reports/generated/19e34c3f-3d27-410f-8b02-e5fe501bb0cd.docx,,2026-02-06 00:53:08.931,2026-02-06 00:53:15.136,,tenant-local-001
